;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184
2021-03-03;30;60;102;78;42;72;30;6;24;138;24;42;12;12;30;24;12;18;18;126;132;78;84;48;0;72;84;30;0;12;48;8;24;24;96;42;126;0;0;204;16;18;18;24;24;48;0;6;8;18;12;0;18;80;72;16;16;154;8;50;24;0;;0;;0;88;8;0;0;6;0;0;0;48;8;30;24;38;34;12;54;24;18;192;44;18;9;0;10;2;0;6;30;26;0;0;66;808;12;24;6;18;0;0;12;0;30;102;120;60;48;12;12;4;12;18;12;48;168;30;18;20;20;24;24;10;0;0;30;24;14;2;8;28;2;175;99;86;32;30;24;30;18;36;8;24;30;18;0;0;8;114;70;12;24;0;18;24;0;0;36;0;6;12;32;0;12;8;0;40;16;28;24;0;0;0;32;0;32;240;0;24;184;30
2021-03-04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;184;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;6;18;0;;0;;12;144;0;2;0;6;0;0;0;0;0;0;0;2;2;0;10;60;36;8;4;0;27;18;2;2;0;0;20;30;0;0;102;70;18;34;22;0;0;0;18;0;18;60;78;84;76;0;32;8;0;6;6;6;138;0;6;20;20;0;0;0;0;6;30;0;0;0;0;0;0;64;27;94;56;0;12;2;30;24;16;24;18;42;0;0;0;100;110;24;12;0;48;54;0;0;54;0;0;8;8;0;8;0;4;20;0;0;0;0;0;0;64;0;0;344;0;40;200;54
2021-03-05;18;18;24;6;18;64;18;6;18;108;0;18;6;12;18;6;6;12;6;72;78;36;60;24;0;60;60;30;0;0;12;232;32;24;48;12;48;6;0;114;8;12;6;6;24;6;12;0;0;6;0;0;0;104;24;32;32;86;24;38;24;0;;0;;6;120;8;4;0;18;0;6;6;48;0;6;12;24;24;0;64;54;36;48;32;12;18;0;12;4;0;2;20;20;0;0;60;92;36;46;34;6;0;0;24;0;28;114;132;78;76;12;28;4;0;24;0;54;126;12;24;12;0;18;8;6;0;0;30;20;10;6;4;20;0;186;147;80;40;26;24;18;48;24;16;36;18;24;2;0;0;74;66;36;0;0;54;42;0;0;60;0;6;16;16;4;4;4;0;36;8;8;8;0;4;0;32;0;24;144;0;24;136;24
2021-03-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;40;48;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;48;0;0;0;24;0;;2;;0;56;0;0;20;0;0;0;0;0;0;0;0;0;0;4;0;54;30;120;0;0;18;0;0;0;0;0;10;20;0;0;66;90;6;0;0;0;0;0;0;0;0;12;12;6;48;0;0;4;6;0;6;0;120;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;15;24;48;24;2;0;2;0;0;8;0;0;6;0;0;4;64;38;24;0;0;24;24;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;8;0;24;0;0;120;0;24;136;30
2021-03-08;12;42;36;30;18;32;24;0;6;156;12;24;12;6;18;6;6;6;12;42;48;60;30;66;0;42;30;12;0;0;12;56;16;8;192;48;36;0;0;120;0;12;12;36;132;30;12;6;0;12;12;4;18;328;16;80;24;98;8;32;24;0;;0;;6;88;8;8;0;18;0;0;0;56;8;36;0;16;16;0;38;0;0;144;22;6;18;18;6;4;6;2;10;42;18;0;78;114;24;36;48;22;6;0;30;6;36;96;174;84;56;12;12;0;24;36;30;84;84;18;24;36;12;36;8;6;8;0;26;24;2;4;2;0;0;92;80;72;24;28;48;22;42;48;8;36;18;72;0;24;12;62;90;60;6;4;36;24;0;0;48;0;12;24;28;2;16;8;4;60;20;12;8;0;0;0;24;6;0;104;0;32;104;18
2021-03-09;0;6;0;6;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;6;6;6;0;6;0;0;0;6;0;0;0;56;64;8;80;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;12;16;0;16;0;2;0;0;18;0;;0;;0;72;0;4;20;0;0;0;0;0;0;0;0;0;0;0;14;84;48;112;0;0;9;18;6;2;0;0;20;20;0;0;54;72;24;18;36;6;6;6;12;0;18;60;60;42;60;0;8;4;0;0;6;0;90;0;6;16;0;0;0;0;0;0;20;0;0;0;0;0;0;35;35;52;24;0;18;0;18;24;16;12;18;30;0;0;12;44;44;24;24;0;36;24;0;0;30;6;18;4;4;0;4;0;0;12;4;0;0;4;6;0;16;0;0;88;0;16;136;24
2021-03-10;36;36;60;30;36;56;18;24;12;180;6;30;6;12;18;12;6;24;12;48;48;90;72;60;0;84;84;30;8;8;30;48;0;40;136;54;102;6;0;162;8;18;24;48;114;12;18;6;24;0;0;0;0;280;40;24;8;114;0;30;6;0;;8;;6;72;8;6;0;6;0;6;6;64;0;24;6;10;0;4;38;36;24;112;20;30;0;0;8;6;0;4;20;20;6;0;60;144;18;36;24;4;6;6;12;12;30;78;108;60;88;0;8;0;6;6;6;42;144;6;18;4;0;42;16;8;0;0;20;16;4;4;4;40;4;92;52;82;32;28;18;8;18;24;16;24;18;30;0;12;4;92;76;30;18;0;42;36;0;0;30;0;6;16;20;0;4;0;0;24;20;12;8;0;0;0;16;0;32;40;0;8;160;24
2021-03-11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;88;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;8;0;2;24;0;;0;;12;136;8;0;0;24;0;0;0;0;0;0;0;0;0;2;14;72;60;8;0;0;18;0;4;2;0;0;30;40;18;0;120;178;6;24;42;6;0;0;24;12;36;84;72;54;88;0;24;8;0;12;6;6;180;0;12;12;0;0;0;0;0;6;40;0;0;0;0;0;0;40;39;40;0;0;12;0;12;6;24;12;18;24;0;0;0;110;74;60;6;0;36;36;0;0;66;0;6;4;8;0;8;0;0;48;0;0;0;0;0;0;48;0;0;96;8;40;216;54
2021-03-12;12;30;30;12;12;40;12;0;12;108;6;12;6;0;18;0;6;6;12;18;36;48;36;54;0;54;42;12;8;0;6;0;32;8;48;12;48;6;0;114;0;18;6;6;108;24;12;18;8;6;12;0;6;240;24;0;48;100;0;28;18;84;;0;;6;104;56;6;0;6;0;0;0;16;0;12;12;26;14;26;54;72;42;152;50;12;18;9;10;4;42;2;20;36;6;0;42;130;42;34;28;10;0;0;18;0;34;120;120;78;52;12;4;4;6;12;12;42;144;48;18;12;10;6;736;490;0;0;20;12;2;2;0;30;0;180;134;96;64;30;6;12;54;42;8;30;24;54;0;12;4;76;68;42;12;0;36;24;0;0;30;0;0;12;16;0;12;8;8;44;12;8;16;0;0;0;24;6;24;56;8;16;184;30
2021-03-13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;18;0;;0;;0;48;288;0;0;12;0;0;0;0;0;0;0;0;0;34;0;48;30;248;0;0;9;9;0;0;0;0;20;20;0;0;60;70;0;6;6;6;6;0;0;0;6;12;6;0;44;0;4;4;0;0;0;6;120;12;0;4;0;0;0;0;0;0;20;0;0;0;0;0;0;15;71;32;8;30;0;26;0;0;16;0;0;0;0;0;0;48;32;36;0;0;24;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;32;0;0;56;0;16;120;30
2021-03-15;12;18;48;24;24;32;6;12;12;150;12;24;18;24;42;12;6;12;6;12;6;54;36;72;0;48;42;12;4;0;18;80;8;0;88;24;42;0;0;102;0;6;30;48;138;18;6;6;8;6;6;0;6;232;40;64;0;82;32;28;78;0;;6;;6;104;8;2;4;6;0;6;6;16;8;18;6;20;8;22;62;66;48;144;42;30;0;9;10;6;0;2;16;32;6;0;54;70;42;60;30;6;0;6;42;0;42;108;168;84;40;12;8;4;12;24;12;90;420;18;12;32;0;30;16;14;0;0;20;16;12;10;6;0;0;118;108;82;32;30;60;16;42;18;16;48;18;54;0;0;8;104;100;36;18;0;48;30;0;0;66;6;18;44;12;0;20;4;0;20;20;8;12;0;0;0;32;0;0;64;0;16;112;18
2021-03-16;0;6;6;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;12;6;0;6;0;6;0;0;0;0;0;0;0;80;56;56;80;6;0;0;0;36;0;0;0;6;0;0;0;0;0;0;0;0;18;48;0;48;16;4;0;2;54;72;;0;;12;56;40;12;0;12;0;0;0;0;0;0;0;0;0;0;22;30;30;56;2;0;0;18;2;2;30;0;30;36;12;0;54;56;6;6;24;6;0;0;12;6;18;48;42;66;36;0;0;0;0;6;12;0;384;30;6;0;0;0;0;6;8;0;10;0;0;0;0;0;0;37;20;48;40;4;12;12;12;18;24;12;18;30;0;0;8;68;44;24;18;0;30;12;0;0;30;0;12;0;0;0;4;0;0;8;0;0;0;0;0;0;8;0;0;72;0;24;104;18
2021-03-17;12;30;48;24;30;40;24;0;30;138;6;42;6;6;24;6;0;30;12;66;54;78;66;84;0;72;78;42;0;0;30;16;8;72;176;60;72;6;0;96;16;6;18;36;120;24;12;12;8;6;6;0;6;296;16;152;0;150;0;38;36;0;;0;;0;64;8;0;0;0;0;0;0;8;0;36;6;20;6;20;40;48;24;136;36;18;18;18;6;4;12;0;10;10;24;0;60;124;6;34;22;12;6;0;6;6;40;102;156;30;60;4;4;0;12;18;36;60;414;6;12;12;0;18;0;6;0;12;20;8;12;8;10;20;0;102;67;60;16;42;6;12;24;30;8;30;24;30;0;0;4;92;82;42;6;300;36;42;0;0;42;6;18;20;12;0;8;4;4;12;8;4;4;0;0;0;24;0;20;48;0;8;160;18
2021-03-18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;6;0;2;54;6;;0;;6;88;8;0;0;18;0;0;0;0;0;0;0;2;0;4;16;78;60;0;2;0;27;18;6;6;0;0;30;30;0;0;138;160;6;24;12;12;18;0;18;6;18;66;54;84;76;0;8;8;0;12;6;6;600;0;18;20;10;0;0;0;0;0;30;0;0;0;0;0;0;54;25;60;8;0;12;0;18;24;24;6;12;24;0;24;0;106;100;36;24;0;48;42;0;0;54;0;0;4;4;0;8;0;0;20;20;0;0;0;6;0;40;0;0;120;0;32;192;48
2021-03-19;24;30;36;36;6;48;12;0;6;108;12;18;6;0;24;0;12;6;6;114;84;90;114;78;0;90;90;42;120;120;12;16;40;0;64;24;48;6;0;120;0;30;12;12;66;24;6;6;0;12;12;0;6;128;32;16;56;122;0;90;42;78;;0;;12;104;32;6;0;12;0;6;6;0;0;18;30;26;2;22;56;66;48;152;34;30;18;0;228;192;24;0;20;46;12;0;54;98;42;18;18;6;0;0;12;6;24;114;126;78;48;4;4;0;6;6;0;30;282;54;6;4;0;30;0;4;0;0;30;12;16;16;4;20;0;156;127;52;24;34;30;26;36;12;24;24;24;48;0;12;8;110;60;30;12;0;162;162;0;0;48;6;6;24;8;0;4;4;0;20;8;16;8;0;0;0;48;0;32;64;0;24;168;24
2021-03-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;112;48;40;280;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;40;8;0;2;18;180;;0;0;0;32;240;0;0;12;0;0;0;0;0;0;0;0;0;0;2;42;36;48;2;0;9;0;0;0;0;0;0;26;0;0;66;66;0;0;0;0;0;0;0;0;0;0;6;0;32;0;4;0;0;6;0;0;186;0;0;16;0;0;0;0;0;0;30;0;0;0;0;0;0;10;24;32;8;0;18;0;0;0;16;0;6;0;0;0;4;48;38;36;0;0;12;18;0;0;0;0;0;4;0;0;4;0;0;4;0;0;0;6;4;0;16;0;0;48;0;16;120;18
2021-03-22;18;30;24;24;24;48;48;24;12;138;24;36;6;0;12;0;6;12;18;84;132;78;90;84;12;120;150;42;160;200;18;88;40;8;192;36;48;0;0;108;0;18;30;24;66;48;12;12;16;6;18;8;18;216;48;64;8;118;8;68;18;0;;0;6;12;80;8;4;0;12;0;6;0;8;8;42;36;22;6;18;46;96;66;136;34;18;9;18;72;66;6;0;20;30;6;0;60;96;48;46;52;16;18;0;30;12;64;144;192;90;40;12;8;4;6;24;12;102;156;24;12;16;20;12;16;6;0;0;30;20;136;112;4;72;0;112;105;276;184;22;24;14;60;54;16;42;24;42;0;0;0;78;104;48;42;4;102;72;0;0;48;0;12;24;8;0;8;12;4;8;28;4;12;4;8;0;24;6;16;56;0;16;152;24
2021-03-23;6;6;6;6;0;0;12;0;6;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;0;0;0;0;0;0;6;64;24;80;104;18;0;0;0;24;0;6;0;0;0;0;0;0;0;0;0;0;12;32;0;48;24;0;0;2;12;78;;6;0;12;72;8;12;0;0;0;0;0;0;0;0;0;0;0;4;20;96;72;56;4;0;0;0;34;38;6;0;20;20;12;0;78;116;12;18;12;12;0;0;0;6;24;72;60;54;32;0;4;0;0;12;12;0;168;24;12;8;0;0;0;0;8;6;30;0;0;0;0;20;2;48;31;24;8;0;12;16;12;36;24;12;24;6;0;0;4;58;50;36;24;0;42;48;0;0;48;0;12;0;0;0;0;0;0;0;8;0;0;0;2;0;32;0;20;88;0;16;144;36
2021-03-24;12;42;78;42;36;64;30;42;24;204;18;24;6;12;30;0;0;24;18;96;90;72;78;90;0;54;96;48;0;0;42;24;40;16;88;54;102;6;0;162;8;18;18;48;42;36;6;0;32;6;6;8;6;160;40;0;16;112;8;84;6;0;;0;0;0;72;8;4;0;0;0;6;6;8;0;12;18;16;6;18;46;234;210;112;34;24;18;0;58;50;0;0;36;20;6;0;72;158;36;36;42;0;6;0;18;0;30;126;186;72;280;4;4;4;12;6;12;54;108;12;12;4;0;36;8;4;0;0;30;16;130;102;14;0;0;146;66;196;120;42;30;24;24;30;8;24;30;54;0;0;16;100;92;36;18;108;96;60;0;0;48;0;18;20;8;2;12;0;0;20;12;12;8;0;0;0;30;0;0;80;0;24;216;24
2021-03-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;8;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;0;6;0;8;18;18;;0;6;12;112;24;0;0;12;0;0;0;0;0;0;0;0;0;0;10;258;228;8;4;0;18;18;36;22;0;0;40;30;0;0;126;144;12;22;22;10;12;6;12;0;22;90;84;54;352;0;8;4;0;12;12;12;156;0;0;32;0;0;0;0;0;0;30;0;0;0;0;0;0;24;18;48;16;8;12;0;18;18;24;12;6;42;0;0;0;122;86;54;12;224;72;132;0;0;42;0;6;4;4;0;16;0;4;28;0;0;0;2;2;0;56;0;0;96;0;32;216;48
2021-03-26;24;42;12;12;12;48;36;12;24;120;6;12;0;0;36;6;6;24;12;36;96;114;90;60;0;108;120;36;56;96;18;24;8;16;144;18;36;12;0;90;8;18;42;12;42;36;18;18;8;12;6;0;6;128;32;16;56;92;8;80;18;96;;0;0;6;88;16;6;0;12;0;0;0;0;0;6;18;20;0;26;58;132;102;168;28;30;9;18;104;70;12;0;20;20;12;0;54;154;36;22;48;16;6;0;12;6;52;150;174;120;188;12;8;0;0;18;12;60;126;24;36;12;0;24;8;6;0;0;10;16;92;74;18;20;2;208;174;126;80;20;42;112;48;36;40;36;18;24;0;12;4;90;46;24;6;32;138;60;0;0;54;0;0;36;20;2;20;8;0;44;20;16;12;0;0;0;16;0;20;64;8;8;128;24
2021-03-27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;0;2;18;12;;0;0;0;64;0;8;0;12;0;0;0;0;0;0;0;0;0;0;0;126;120;0;2;0;9;18;0;0;0;0;30;30;0;0;60;144;0;0;0;54;0;0;0;0;18;0;24;0;188;0;0;4;0;0;0;0;156;0;0;0;0;0;0;0;0;0;30;0;0;0;0;0;0;15;25;16;0;0;0;8;0;0;16;0;6;6;0;0;12;72;40;48;0;84;24;24;0;0;0;0;6;0;0;0;4;0;4;0;0;0;0;0;0;0;32;0;0;56;0;24;160;42
2021-03-29;24;42;54;48;60;56;24;18;30;138;18;6;6;6;24;0;0;18;0;72;168;126;96;78;8;102;114;42;12;28;42;104;16;0;144;36;78;6;0;150;8;18;12;18;84;54;30;18;32;0;6;20;6;208;32;40;32;122;8;74;42;0;;4;0;0;120;24;2;0;6;0;0;0;0;0;0;0;20;4;22;48;186;156;112;20;66;27;0;66;46;0;2;60;42;18;0;120;70;12;24;12;30;12;12;6;24;6;96;78;24;208;12;4;0;18;6;30;84;144;18;0;16;0;18;8;8;0;0;40;20;200;142;64;40;0;259;126;154;80;42;36;162;6;18;24;6;12;6;0;24;40;158;124;54;12;104;90;66;0;0;6;0;6;28;16;2;24;8;4;56;24;12;52;2;2;6;78;18;0;104;0;32;192;48
2021-03-30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;112;64;24;120;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;12;24;0;176;8;2;0;4;24;66;;0;0;12;64;16;6;0;6;0;0;0;0;0;0;0;0;0;0;16;210;204;360;0;0;27;0;48;40;0;4;40;30;0;0;132;134;24;18;36;12;6;0;0;0;42;102;78;66;232;0;12;4;0;12;12;6;150;42;18;4;8;0;0;0;8;0;30;0;0;0;0;60;4;30;57;72;32;4;18;2;18;24;24;30;30;18;0;24;32;160;110;48;0;80;78;84;0;0;36;0;6;0;0;0;4;0;0;0;0;0;0;6;6;0;56;0;16;136;0;40;248;42
2021-03-31;18;48;54;48;24;40;24;18;12;126;30;36;18;18;30;0;18;24;12;42;138;192;144;72;4;222;264;24;52;72;48;16;8;0;208;96;138;0;0;234;16;12;6;54;72;102;30;18;48;12;18;24;6;216;48;8;8;202;8;104;30;0;;0;0;6;176;0;14;0;12;0;0;0;0;0;0;0;30;4;48;76;288;246;48;54;72;18;18;60;46;0;0;80;30;0;0;144;140;42;54;54;0;12;0;18;12;42;192;210;90;352;8;24;4;12;24;6;36;186;6;24;16;20;0;0;10;0;12;46;16;270;238;74;0;0;318;165;230;72;42;54;222;60;48;24;60;72;72;0;0;32;396;232;54;24;148;150;96;0;0;84;0;24;36;32;0;52;8;4;72;12;28;32;0;0;0;48;0;0;168;8;40;280;42
2021-04-01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;0;20;0;10;42;0;;0;6;6;88;0;0;0;12;0;0;0;0;0;0;0;0;0;0;20;330;294;0;4;0;9;18;26;26;12;0;100;30;0;0;162;178;30;18;16;6;30;0;18;0;24;96;126;78;420;0;24;4;0;24;0;6;192;0;18;24;10;0;16;0;0;0;40;0;0;0;0;0;0;70;26;102;16;2;12;0;30;30;0;42;30;54;0;24;4;398;160;54;12;212;90;90;0;0;66;0;0;8;8;0;52;0;4;40;4;0;0;0;0;0;56;0;0;144;0;32;176;48
2021-04-02;6;12;18;12;0;8;0;12;0;72;0;0;0;0;12;0;0;0;12;24;48;36;48;36;0;66;60;0;60;32;0;24;8;8;24;6;36;0;0;78;0;12;6;6;36;18;6;12;0;6;0;0;0;96;24;8;8;102;8;48;24;30;;0;0;0;200;8;0;0;24;0;0;0;0;0;0;0;14;0;12;84;42;54;32;32;12;0;0;20;14;0;0;0;30;0;0;0;104;42;34;28;4;0;0;12;0;60;132;132;78;28;16;12;0;0;24;0;18;120;12;24;8;8;0;0;4;0;6;20;8;14;2;10;20;0;111;48;64;16;8;18;34;54;24;8;36;30;42;0;0;12;114;48;48;6;0;54;36;0;0;84;0;12;20;16;0;24;0;0;52;20;4;4;0;0;0;32;0;56;0;8;16;144;18
2021-04-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;18;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;66;42;0;0;0;0;0;0;0;0;0;0;20;0;0;78;86;0;0;0;0;0;0;12;0;0;0;0;0;32;0;0;4;0;6;0;0;156;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;6;6;32;0;0;0;0;30;0;40;18;0;0;0;0;0;88;70;36;0;0;36;36;0;0;18;0;6;0;0;0;8;0;4;0;0;0;0;0;0;0;32;0;0;0;0;0;0;0
2021-04-05;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
2021-04-06;0;0;0;0;0;0;0;0;0;6;0;0;6;0;0;0;0;0;0;0;0;6;0;6;0;0;0;0;0;0;0;0;24;8;152;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;56;8;0;8;0;240;0;;0;0;0;64;72;18;24;0;0;6;6;8;16;24;12;2;0;8;24;48;36;16;0;24;0;0;10;4;0;0;0;16;6;0;84;70;18;18;6;18;12;0;6;12;10;54;66;42;24;0;12;0;0;0;0;60;96;0;0;12;0;18;8;8;0;0;30;0;16;16;10;24;0;53;71;112;8;10;12;4;18;24;0;6;12;30;0;0;36;136;62;24;12;0;30;30;0;0;18;0;18;12;0;0;4;0;0;0;0;0;4;10;8;0;16;6;16;88;0;8;56;12
2021-04-07;30;42;48;42;36;48;36;18;24;174;36;42;18;24;24;18;18;24;12;90;90;72;120;102;8;174;90;24;92;44;54;24;16;24;192;60;78;0;0;144;16;18;12;54;60;42;18;18;16;6;12;4;24;216;24;24;0;120;0;32;132;0;;0;6;12;80;8;0;0;18;0;0;0;0;0;0;0;20;6;14;46;36;18;96;26;0;0;0;8;2;6;0;0;10;0;0;60;124;42;30;42;12;6;0;30;0;12;156;156;66;36;24;8;0;18;12;12;36;192;30;6;16;0;0;8;0;0;0;20;20;0;0;0;0;0;106;68;38;16;50;24;50;48;42;0;36;24;48;0;0;0;168;136;42;42;0;30;30;0;0;48;0;12;28;20;0;24;4;0;64;20;16;24;0;0;0;24;12;0;64;0;16;104;18
2021-04-08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;64;16;12;0;4;36;0;;6;0;0;112;24;0;0;12;0;0;0;0;0;6;0;4;0;0;10;66;42;24;6;18;0;0;4;0;0;0;0;46;6;0;144;140;24;16;24;6;6;6;12;6;24;66;108;60;68;0;4;4;0;6;0;24;180;6;12;8;0;18;8;6;0;0;30;0;12;8;10;0;0;4;7;68;0;2;12;0;6;12;24;18;12;42;0;0;20;108;108;54;12;0;42;24;0;0;48;0;12;0;12;0;0;0;4;8;12;0;0;0;0;0;48;0;0;104;0;40;208;42
2021-04-09;24;66;30;48;18;32;24;6;12;66;6;12;0;0;18;0;6;18;6;84;102;66;96;60;0;90;60;18;24;8;24;56;24;56;104;30;54;0;0;96;8;18;6;6;36;24;12;18;8;12;6;0;0;152;40;56;48;102;8;42;18;132;;0;0;6;152;8;2;0;12;0;0;0;0;0;0;0;26;4;24;60;54;48;32;30;0;0;0;14;10;6;0;0;30;0;0;48;98;42;24;24;6;6;0;12;6;18;108;102;102;64;16;0;4;0;24;6;24;162;30;18;12;4;0;0;0;0;0;30;16;0;0;0;0;4;114;82;50;24;24;24;16;24;42;32;30;36;30;0;0;12;100;74;36;0;0;54;42;0;0;66;0;0;12;20;0;12;4;0;16;0;4;4;0;2;0;32;0;12;64;0;0;184;48
2021-04-10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;42;78;;0;0;0;40;0;4;0;6;0;0;0;0;0;6;6;0;0;0;0;54;36;24;2;24;0;0;0;0;0;0;0;20;0;0;66;56;0;0;0;0;0;0;0;0;0;0;0;0;44;0;8;4;0;0;0;30;114;6;0;8;0;0;0;2;0;0;30;0;8;8;8;0;0;12;20;24;0;0;0;2;0;0;0;0;0;0;0;0;12;48;48;24;0;0;12;24;0;0;0;0;0;4;4;0;4;0;0;4;0;0;0;0;0;0;48;0;0;40;0;32;152;24
2021-04-12;6;18;24;24;6;24;12;18;6;108;24;30;24;18;42;18;12;12;18;66;84;48;78;72;0;114;84;36;28;8;24;88;24;0;184;30;42;12;0;120;16;18;18;24;30;24;18;18;32;12;6;4;6;192;24;56;16;62;0;10;66;0;;4;0;6;104;0;4;20;6;0;0;0;8;16;36;6;12;10;14;30;54;42;80;18;6;27;18;12;4;6;0;40;20;0;0;78;94;30;40;58;34;18;0;30;0;46;132;162;114;48;16;12;4;24;24;12;54;120;18;18;32;10;12;8;6;0;6;10;8;6;8;14;0;0;106;85;92;8;28;18;54;48;42;8;54;12;48;0;0;4;86;84;24;24;4;24;42;0;0;54;0;12;28;8;0;16;8;0;12;16;8;4;6;4;6;38;6;0;40;8;8;128;24
